location,area_sqft,resale,no_of_bedrooms,nearby_school_1km,nearby_hospital_1km,nearby_mall_1km,nearby_gym_1km,swimmingpool,rainwaterharvesting,sportsfacility,powerbackup,carparking,childrens_playarea,liftavailable,price
porur,1130,0,2,0,0,0,1,0,0,0,1,0,0,1,4300000.0
perungalathur,780,0,2,0,0,0,1,0,0,0,1,0,0,1,5500000.0
egattur,1295,0,2,0,0,0,1,0,0,0,1,0,0,1,3500000.0
avadi,1081,0,2,0,0,0,1,0,0,0,1,0,0,1,2785000.0
virugambakkam,815,0,2,0,0,0,1,0,0,0,1,0,0,1,4809000.0
porur,510,0,1,0,0,0,1,0,0,0,1,0,0,1,2800000.0
pozhichalur,733,0,1,0,0,0,1,0,0,0,1,0,0,1,7213000.0
pammal,1093,0,2,0,0,0,1,0,0,0,1,0,0,1,10100000.0
pammal,570,0,1,0,0,0,1,0,0,0,1,0,0,1,10500000.0
perungudi,1173,0,1,0,0,0,1,0,0,0,1,0,0,1,14900000.0
padur,2323,0,4,0,0,0,1,0,0,0,1,0,0,1,9200000.0
mogappair,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,2840000.0
korattur,2300,0,3,0,0,0,1,0,0,0,1,0,0,1,3400000.0
siruseri,1655,0,3,0,0,0,1,0,0,0,1,0,0,1,5700000.0
kundrathur,789,0,2,0,0,0,1,0,0,0,1,0,0,1,3800000.0
kundrathur,1044,0,2,0,0,0,1,0,0,0,1,0,0,1,2400000.0
pammal,1300,0,1,0,0,0,1,0,0,0,1,0,0,1,4500000.0
kundrathur,1168,0,2,0,0,0,1,0,0,0,1,0,0,1,6500000.0
pozhichalur,580,1,1,0,0,0,1,0,0,0,1,0,0,1,5000000.0
kolathur,858,0,2,0,0,0,1,0,0,0,1,0,0,1,6450000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,5407000.0
kilkattalai,800,0,2,0,0,0,1,0,0,0,1,0,0,1,6367000.0
iyyappanthangal,1180,0,3,0,0,0,1,0,0,0,1,0,0,1,7148999.0
madambakkam,1395,0,3,0,0,0,1,0,0,0,1,0,0,1,3740000.0
padur,1361,0,1,0,0,0,1,0,0,0,1,0,0,1,7370000.0
sholinganallur,4321,0,4,0,0,0,1,0,0,0,1,0,0,1,7390000.0
perungalathur,841,0,2,0,0,0,1,0,0,0,1,0,0,1,6493000.0
porur,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,6956999.0
pallavaram,1345,0,3,0,0,0,1,0,0,0,1,0,0,1,4335000.0
perumbakkam,1443,0,3,0,0,0,1,0,0,0,1,0,0,1,4255000.0
perumbakkam,1456,0,3,0,0,0,1,0,0,0,1,0,0,1,8100000.0
ambattur,867,0,2,0,0,0,1,0,0,0,1,0,0,1,8600000.0
iyyappanthangal,925,0,2,0,0,0,1,0,0,0,1,0,0,1,5600000.0
tambaram sanatoruim,1102,0,3,0,0,0,1,0,0,0,1,0,0,1,12500000.0
tambaram west,1270,0,3,0,0,0,1,0,0,0,1,0,0,1,6366000.0
madambakkam,1044,0,3,0,0,0,1,0,0,0,1,0,0,1,6800000.0
nandambakkam,1250,0,3,0,0,0,1,0,0,0,1,0,0,1,8000000.0
kanathur reddikuppam,1286,0,2,0,0,0,1,0,0,0,1,0,0,1,6100000.0
tambaram sanatoruim,913,0,2,0,0,0,1,0,0,0,1,0,0,1,7209000.0
rajakilpakkam,1125,0,3,0,0,0,1,0,0,0,1,0,0,1,2000000.0
korattur,888,0,2,0,0,0,1,0,0,0,1,0,0,1,7811000.0
kanathur reddikuppam,1502,0,3,0,0,0,1,0,0,0,1,0,0,1,6233000.0
guduvancheri,598,0,2,0,0,0,1,0,0,0,1,0,0,1,5988000.0
gowrivakkam,1048,0,2,0,0,0,1,0,0,0,1,0,0,1,5710000.0
pallavaram,1212,0,2,0,0,0,1,0,0,0,1,0,0,1,3544000.0
pallavaram,1155,0,2,0,0,0,1,0,0,0,1,0,0,1,2600000.0
pallavaram,1021,0,2,0,0,0,1,0,0,0,1,0,0,1,3900000.0
pallavaram,588,0,2,0,0,0,1,0,0,0,1,0,0,1,2100000.0
avadi,920,0,2,0,0,0,1,0,0,0,1,0,0,1,2100000.0
kundrathur,1195,0,2,0,0,0,1,0,0,0,1,0,0,1,2827000.0
pammal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,4305000.0
pammal,580,0,1,0,0,0,1,0,0,0,1,0,0,1,2000000.0
pozhichalur,725,0,2,0,0,0,1,0,0,0,1,0,0,1,3900000.0
pammal,861,0,1,0,0,0,1,0,0,0,1,0,0,1,5700000.0
pammal,500,0,1,0,0,0,1,0,0,0,1,0,0,1,9083000.0
kundrathur,1195,0,3,0,0,0,1,0,0,0,1,0,0,1,14900000.0
pammal,1300,0,2,0,0,0,1,0,0,0,1,0,0,1,9200000.0
pallavaram,1653,0,3,0,0,0,1,0,0,0,1,0,0,1,2840000.0
kundrathur,1044,0,2,0,0,0,1,0,0,0,1,0,0,1,5310000.0
pammal,1300,0,1,0,0,0,1,0,0,0,1,0,0,1,4165000.0
kundrathur,1168,0,2,0,0,0,1,0,0,0,1,0,0,1,7540000.0
padur,1250,0,2,0,0,0,1,0,0,0,1,0,0,1,6500000.0
medavakkam,833,0,2,0,0,0,1,0,0,0,1,0,0,1,5000000.0
chitlapakkam,1160,0,3,0,0,0,1,0,0,0,1,0,0,1,6400000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,6500000.0
kilkattalai,820,0,2,0,0,0,1,0,0,0,1,0,0,1,5000000.0
iyyappanthangal,1140,0,3,0,0,0,1,0,0,0,1,0,0,1,6450000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,6366000.0
kilkattalai,800,0,2,0,0,0,1,0,0,0,1,0,0,1,2400000.0
iyyappanthangal,1180,0,3,0,0,0,1,0,0,0,1,0,0,1,2400000.0
kanathur reddikuppam,1286,0,2,0,0,0,1,0,0,0,1,0,0,1,7811000.0
avadi,677,0,2,0,0,0,1,0,0,0,1,0,0,1,6233000.0
avadi,677,0,2,0,0,0,1,0,0,0,1,0,0,1,5988000.0
pallavaram,1021,0,2,0,0,0,1,0,0,0,1,0,0,1,2100000.0
pallavaram,588,0,2,0,0,0,1,0,0,0,1,0,0,1,4400000.0
avadi,920,0,2,0,0,0,1,0,0,0,1,0,0,1,5500000.0
avadi,656,0,2,0,0,0,1,0,0,0,1,0,0,1,4700000.0
kelambakkam,995,0,2,0,0,0,1,0,0,0,1,0,0,1,4000000.0
kelambakkam,1212,0,3,0,0,0,1,0,0,0,1,0,0,1,10700000.0
kelambakkam,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,4790000.0
kelambakkam,975,0,2,0,0,0,1,0,0,0,1,0,0,1,3399000.0
gowrivakkam,1492,0,3,0,0,0,1,0,0,0,1,0,0,1,3472999.0
thiruverkadu,1004,0,2,0,0,0,1,0,0,0,1,0,0,1,4281000.0
vengaivasal,912,0,2,0,0,0,1,0,0,0,1,0,0,1,3023000.0
pallavaram,696,0,2,0,0,0,1,0,0,0,1,0,0,1,8500000.0
pallavaram,858,0,2,0,0,0,1,0,0,0,1,0,0,1,6266000.0
pallavaram,606,0,2,0,0,0,1,0,0,0,1,0,0,1,7600000.0
madipakkam,1160,1,3,0,0,0,1,0,0,0,1,0,0,1,6325000.0
avadi,1567,0,3,0,0,0,1,0,0,0,1,0,0,1,4915000.0
egattur,1295,0,2,0,0,0,1,0,0,0,1,0,0,1,9792000.0
pallikaranai,1255,0,1,0,0,0,1,0,0,0,1,0,0,1,4800000.0
avadi,1299,0,3,0,0,0,1,0,0,0,1,0,0,1,36000000.0
pallikaranai,1943,0,2,0,0,0,1,0,0,0,1,0,0,1,6342000.0
thalambur,1145,0,2,0,0,0,1,0,0,0,1,0,0,1,2703000.0
chetpet,2400,0,3,0,0,0,1,0,0,0,1,0,0,1,12100000.0
poonamallee,1510,0,3,0,0,0,1,0,0,0,1,0,0,1,5839000.0
thiruverkadu,555,0,1,0,0,0,1,0,0,0,1,0,0,1,7900000.0
sholinganallur,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,2760000.0
iyyappanthangal,1123,0,3,0,0,0,1,0,0,0,1,0,0,1,5060000.0
nanganallur,1160,1,3,0,0,0,1,0,0,0,1,0,0,1,3270000.0
pammal,600,0,2,0,0,0,1,0,0,0,1,0,0,1,2930000.0
pammal,1100,0,3,0,0,0,1,0,0,0,1,0,0,1,2070000.0
pammal,711,0,2,0,0,0,1,0,0,0,1,0,0,1,18500000.0
pammal,637,0,2,0,0,0,1,0,0,0,1,0,0,1,19000000.0
pammal,450,0,1,0,0,0,1,0,0,0,1,0,0,1,18000000.0
guindy,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,3399000.0
guindy,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,8100000.0
guindy,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,8600000.0
vengaivasal,912,0,2,0,0,0,1,0,0,0,1,0,0,1,5600000.0
tambaram sanatoruim,1102,0,3,0,0,0,1,0,0,0,1,0,0,1,6800000.0
tambaram west,1270,0,3,0,0,0,1,0,0,0,1,0,0,1,12500000.0
madambakkam,1044,0,3,0,0,0,1,0,0,0,1,0,0,1,19000000.0
tambaram sanatoruim,913,0,2,0,0,0,1,0,0,0,1,0,0,1,7500000.0
nandambakkam,1250,0,3,0,0,0,1,0,0,0,1,0,0,1,5304000.0
t nagar,1600,1,3,0,0,0,1,0,0,0,1,0,0,1,6493000.0
west mambalam,720,1,2,0,0,0,1,0,0,0,1,0,0,1,6956999.0
perumbakkam,1326,0,1,0,0,0,1,0,0,0,1,0,0,1,6350000.0
perumbakkam,1443,0,3,0,0,0,1,0,0,0,1,0,0,1,5200000.0
perumbakkam,1456,0,3,0,0,0,1,0,0,0,1,0,0,1,7000000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,7108000.0
kilkattalai,830,0,2,0,0,0,1,0,0,0,1,0,0,1,5500000.0
valasaravakkam,1030,0,2,0,0,0,1,0,0,0,1,0,0,1,5500000.0
kanathur reddikuppam,1481,0,3,0,0,0,1,0,0,0,1,0,0,1,18500000.0
porur,1079,0,2,0,0,0,1,0,0,0,1,0,0,1,51600000.0
porur,1079,0,2,0,0,0,1,0,0,0,1,0,0,1,7108000.0
guindy,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,3310000.0
alwarpet,2348,0,3,0,0,0,1,0,0,0,1,0,0,1,21400000.0
kanathur reddikuppam,1481,0,3,0,0,0,1,0,0,0,1,0,0,1,132600000.0
pozhichalur,662,0,2,0,0,0,1,0,0,0,1,0,0,1,183600000.0
egmore,1341,0,3,0,0,0,1,0,0,0,1,0,0,1,2399000.0
nungambakkam,5200,0,4,0,0,0,1,0,0,0,1,0,0,1,54400000.0
nungambakkam,7200,0,5,0,0,0,1,0,0,0,1,0,0,1,51600000.0
avadi,452,0,2,0,0,0,1,0,0,0,1,0,0,1,61100000.0
alwarpet,2476,0,3,0,0,0,1,0,0,0,1,0,0,1,27300000.0
alwarpet,2348,0,3,0,0,0,1,0,0,0,1,0,0,1,22700000.0
alwarpet,2781,0,4,0,0,0,1,0,0,0,1,0,0,1,11000000.0
t nagar,1606,1,2,0,0,0,1,0,0,0,1,0,0,1,6863000.0
thiruvanmiyur,1975,1,3,0,0,0,1,0,0,0,1,0,0,1,21300000.0
porur,1775,0,3,0,0,0,1,0,0,0,1,0,0,1,19000000.0
porur,1107,0,2,0,0,0,1,0,0,0,1,0,0,1,7500000.0
porur,3445,0,4,0,0,0,1,0,0,0,1,0,0,1,54400000.0
t nagar,1600,1,3,0,0,0,1,0,0,0,1,0,0,1,51600000.0
west mambalam,720,1,2,0,0,0,1,0,0,0,1,0,0,1,61100000.0
alwarpet,2476,0,3,0,0,0,1,0,0,0,1,0,0,1,27599999.0
alwarpet,2348,0,3,0,0,0,1,0,0,0,1,0,0,1,26400000.0
alwarpet,2781,0,4,0,0,0,1,0,0,0,1,0,0,1,2975000.0
velachery,2303,0,3,0,0,0,1,0,0,0,1,0,0,1,4326000.0
velachery,2204,0,3,0,0,0,1,0,0,0,1,0,0,1,6480000.0
medavakkam,575,0,1,0,0,0,1,0,0,0,1,0,0,1,4435000.0
medavakkam,862,0,2,0,0,0,1,0,0,0,1,0,0,1,6400000.0
kovur,1350,0,3,0,0,0,1,0,0,0,1,0,0,1,6700000.0
kovur,924,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
iyyappanthangal,1133,0,3,0,0,0,1,0,0,0,1,0,0,1,12000000.0
iyyappanthangal,1231,0,2,0,0,0,1,0,0,0,1,0,0,1,6493000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6172000.0
virugambakkam,1636,0,3,0,0,0,1,0,0,0,1,0,0,1,3618000.0
perumbakkam,1443,0,3,0,0,0,1,0,0,0,1,0,0,1,3800000.0
kanathur reddikuppam,1286,0,2,0,0,0,1,0,0,0,1,0,0,1,14300000.0
porur,804,0,2,0,0,0,1,0,0,0,1,0,0,1,6100000.0
kundrathur,1168,0,2,0,0,0,1,0,0,0,1,0,0,1,7209000.0
sholinganallur,2992,0,4,0,0,0,1,0,0,0,1,0,0,1,3295000.0
korattur,888,0,2,0,0,0,1,0,0,0,1,0,0,1,9732000.0
kanathur reddikuppam,1502,0,3,0,0,0,1,0,0,0,1,0,0,1,7109999.0
porur,845,0,2,0,0,0,1,0,0,0,1,0,0,1,6342000.0
pallavaram,1622,0,2,0,0,0,1,0,0,0,1,0,0,1,4687000.0
pallavaram,1185,0,2,0,0,0,1,0,0,0,1,0,0,1,5100000.0
poonamallee,1510,0,3,0,0,0,1,0,0,0,1,0,0,1,6600000.0
poonamallee,1116,0,2,0,0,0,1,0,0,0,1,0,0,1,5300000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,7100000.0
kovilambakkam,820,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
iyyappanthangal,1123,0,3,0,0,0,1,0,0,0,1,0,0,1,5400000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
porur,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,5400000.0
kovilambakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
kattupakkam,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,6600000.0
kovilambakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6600000.0
porur,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,5100000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,5100000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,6400000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,5400000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,7100000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,6600000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,5900000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,4900000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,4900000.0
iyyappanthangal,1123,0,3,0,0,0,1,0,0,0,1,0,0,1,5000000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,6900000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6900000.0
madipakkam,830,0,1,0,0,0,1,0,0,0,1,0,0,1,5200000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,7800000.0
iyyappanthangal,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,5800000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,5000000.0
kovilambakkam,900,0,1,0,0,0,1,0,0,0,1,0,0,1,6500000.0
madipakkam,900,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
kovilambakkam,793,0,2,0,0,0,1,0,0,0,1,0,0,1,6700000.0
iyyappanthangal,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
kovilambakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
iyyappanthangal,1150,0,2,0,0,0,1,0,0,0,1,0,0,1,6700000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
porur,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,6700000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,5100000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
madipakkam,804,0,2,0,0,0,1,0,0,0,1,0,0,1,6700000.0
porur,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,6600000.0
kovilambakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6700000.0
kattupakkam,1123,0,2,0,0,0,1,0,0,0,1,0,0,1,5200000.0
iyyappanthangal,1123,0,3,0,0,0,1,0,0,0,1,0,0,1,12000000.0
madipakkam,811,0,2,0,0,0,1,0,0,0,1,0,0,1,6350000.0
virugambakkam,1636,0,3,0,0,0,1,0,0,0,1,0,0,1,5200000.0
perumbakkam,1443,0,3,0,0,0,1,0,0,0,1,0,0,1,7000000.0
porur,1130,0,3,0,0,0,1,0,0,0,1,0,0,1,8792000.0
kilkattalai,830,0,2,0,0,0,1,0,0,0,1,0,0,1,8836000.0
valasaravakkam,1030,0,2,0,0,0,1,0,0,0,1,0,0,1,6995999.0
karapakkam,1566,0,3,0,0,0,1,0,0,0,1,0,0,1,9055000.0
karapakkam,1829,0,3,0,0,0,1,0,0,0,1,0,0,1,13799999.0
karapakkam,1564,0,3,0,0,0,1,0,0,0,1,0,0,1,18600000.0
karapakkam,1348,0,3,0,0,0,1,0,0,0,1,0,0,1,18500000.0
karapakkam,2630,0,4,0,0,0,1,0,0,0,1,0,0,1,3847000.0
karapakkam,2616,0,4,0,0,0,1,0,0,0,1,0,0,1,2418000.0
karapakkam,1599,0,3,0,0,0,1,0,0,0,1,0,0,1,2962000.0
thalambur,953,0,2,0,0,0,1,0,0,0,1,0,0,1,2181000.0
thalambur,657,0,1,0,0,0,1,0,0,0,1,0,0,1,8559000.0
thalambur,773,0,2,0,0,0,1,0,0,0,1,0,0,1,6977000.0
thalambur,585,0,1,0,0,0,1,0,0,0,1,0,0,1,19000000.0
kanathur reddikuppam,1502,0,3,0,0,0,1,0,0,0,1,0,0,1,10400000.0
karapakkam,2630,0,4,0,0,0,1,0,0,0,1,0,0,1,2142000.0
karapakkam,2616,0,4,0,0,0,1,0,0,0,1,0,0,1,2061000.0
karapakkam,1599,0,3,0,0,0,1,0,0,0,1,0,0,1,2107000.0
singaperumal koil,612,0,1,0,0,0,1,0,0,0,1,0,0,1,2117000.0
singaperumal koil,589,0,1,0,0,0,1,0,0,0,1,0,0,1,3224000.0
singaperumal koil,602,0,1,0,0,0,1,0,0,0,1,0,0,1,2082000.0
singaperumal koil,605,0,1,0,0,0,1,0,0,0,1,0,0,1,7620999.0
singaperumal koil,836,0,2,0,0,0,1,0,0,0,1,0,0,1,7289000.0
singaperumal koil,595,0,1,0,0,0,1,0,0,0,1,0,0,1,30500000.0
kanathur reddikuppam,1385,0,2,0,0,0,1,0,0,0,1,0,0,1,31900000.0
kanathur reddikuppam,1315,0,2,0,0,0,1,0,0,0,1,0,0,1,4103000.0
kanathur reddikuppam,5037,0,5,0,0,0,1,0,0,0,1,0,0,1,3427000.0
kanathur reddikuppam,5093,0,5,0,0,0,1,0,0,0,1,0,0,1,3030000.0
medavakkam,873,0,2,0,0,0,1,0,0,0,1,0,0,1,2627000.0
madambakkam,826,0,2,0,0,0,1,0,0,0,1,0,0,1,2649000.0
guduvancheri,947,0,2,0,0,0,1,0,0,0,1,0,0,1,4500000.0
guduvancheri,821,0,2,0,0,0,1,0,0,0,1,0,0,1,3499000.0
guduvancheri,828,0,2,0,0,0,1,0,0,0,1,0,0,1,4800000.0
pozhichalur,974,0,2,0,0,0,1,0,0,0,1,0,0,1,3500000.0
guduvancheri,904,0,2,0,0,0,1,0,0,0,1,0,0,1,4400000.0
pozhichalur,983,0,2,0,0,0,1,0,0,0,1,0,0,1,3753000.0
guduvancheri,903,0,2,0,0,0,1,0,0,0,1,0,0,1,4226000.0
pozhichalur,974,0,2,0,0,0,1,0,0,0,1,0,0,1,4226000.0
pozhichalur,873,0,2,0,0,0,1,0,0,0,1,0,0,1,4809000.0
pozhichalur,983,0,2,0,0,0,1,0,0,0,1,0,0,1,4492000.0
pozhichalur,984,0,3,0,0,0,1,0,0,0,1,0,0,1,6038000.0
medavakkam,1002,0,2,0,0,0,1,0,0,0,1,0,0,1,3883000.0
medavakkam,936,0,2,0,0,0,1,0,0,0,1,0,0,1,7056000.0
medavakkam,1258,0,3,0,0,0,1,0,0,0,1,0,0,1,3601000.0
medavakkam,809,0,2,0,0,0,1,0,0,0,1,0,0,1,3920000.0
medavakkam,1176,0,3,0,0,0,1,0,0,0,1,0,0,1,3836000.0
madambakkam,735,0,2,0,0,0,1,0,0,0,1,0,0,1,5500000.0
madambakkam,800,0,2,0,0,0,1,0,0,0,1,0,0,1,9442000.0
madambakkam,783,0,2,0,0,0,1,0,0,0,1,0,0,1,6948000.0
thoraipakkam,1060,1,2,0,0,0,1,0,0,0,1,0,0,1,4928000.0
pallavaram,1430,0,3,0,0,0,1,0,0,0,1,0,0,1,7339000.0
pallavaram,1040,0,2,0,0,0,1,0,0,0,1,0,0,1,7339000.0
padur,1152,0,2,0,0,0,1,0,0,0,1,0,0,1,3799000.0
ambattur,1529,0,2,0,0,0,1,0,0,0,1,0,0,1,4000000.0
ambattur,1529,1,3,0,0,0,1,0,0,0,1,0,0,1,3795000.0
kelambakkam,1000,0,2,0,0,0,1,0,0,0,1,0,0,1,15100000.0
mevalurkuppam,855,0,2,0,0,0,1,0,0,0,1,0,0,1,14300000.0
kelambakkam,999,0,2,0,0,0,1,0,0,0,1,0,0,1,14300000.0
thoraipakkam,2022,0,3,0,0,0,1,0,0,0,1,0,0,1,10300000.0
pallikaranai,2710,0,4,0,0,0,1,0,0,0,1,0,0,1,12700000.0
pallikaranai,2712,0,4,0,0,0,1,0,0,0,1,0,0,1,3283000.0
pallikaranai,1944,0,3,0,0,0,1,0,0,0,1,0,0,1,3264000.0
kottivakkam,1504,0,3,0,0,0,1,0,0,0,1,0,0,1,3210000.0
medavakkam,668,0,1,0,0,0,1,0,0,0,1,0,0,1,3264000.0
medavakkam,664,0,1,0,0,0,1,0,0,0,1,0,0,1,3210000.0
medavakkam,653,0,1,0,0,0,1,0,0,0,1,0,0,1,3200000.0
medavakkam,664,0,1,0,0,0,1,0,0,0,1,0,0,1,3470000.0
medavakkam,653,0,1,0,0,0,1,0,0,0,1,0,0,1,7492000.0
medavakkam,651,0,1,0,0,0,1,0,0,0,1,0,0,1,7195999.0
medavakkam,706,0,1,0,0,0,1,0,0,0,1,0,0,1,5892000.0
velappanchavadi,1414,0,3,0,0,0,1,0,0,0,1,0,0,1,23000000.0
velappanchavadi,1358,0,3,0,0,0,1,0,0,0,1,0,0,1,5426000.0
velappanchavadi,1112,0,2,0,0,0,1,0,0,0,1,0,0,1,38700000.0
gopalapuram,1890,1,2,0,0,0,1,0,0,0,1,0,0,1,36500000.0
velappanchavadi,1024,0,2,0,0,0,1,0,0,0,1,0,0,1,16000000.0
adyar,2017,0,3,0,0,0,1,0,0,0,1,0,0,1,5460000.0
adyar,1851,0,3,0,0,0,1,0,0,0,1,0,0,1,5375000.0
anna nagar,1476,1,3,0,0,0,1,0,0,0,1,0,0,1,4485000.0
medavakkam,1092,1,2,0,0,0,1,0,0,0,1,0,0,1,7898999.0
medavakkam,1075,1,2,0,0,0,1,0,0,0,1,0,0,1,8986000.0
selaiyur,975,0,2,0,0,0,1,0,0,0,1,0,0,1,3300000.0
moolakadai,1301,0,3,0,0,0,1,0,0,0,1,0,0,1,8118000.0
moolakadai,1480,0,3,0,0,0,1,0,0,0,1,0,0,1,6132000.0
madhavaram,754,0,2,0,0,0,1,0,0,0,1,0,0,1,5197000.0
manapakkam,1476,0,3,0,0,0,1,0,0,0,1,0,0,1,8398000.0
manapakkam,1115,0,2,0,0,0,1,0,0,0,1,0,0,1,9515000.0
manapakkam,945,0,2,0,0,0,1,0,0,0,1,0,0,1,15200000.0
manapakkam,1527,0,3,0,0,0,1,0,0,0,1,0,0,1,13799999.0
manapakkam,1730,0,3,0,0,0,1,0,0,0,1,0,0,1,15400000.0
vadapalani,1450,0,3,0,0,0,1,0,0,0,1,0,0,1,14700000.0
vadapalani,1381,0,3,0,0,0,1,0,0,0,1,0,0,1,14800000.0
vadapalani,1545,0,3,0,0,0,1,0,0,0,1,0,0,1,16500000.0
vadapalani,1479,0,3,0,0,0,1,0,0,0,1,0,0,1,15500000.0
vadapalani,1483,0,3,0,0,0,1,0,0,0,1,0,0,1,14300000.0
vadapalani,1654,0,3,0,0,0,1,0,0,0,1,0,0,1,13600000.0
vadapalani,1552,0,3,0,0,0,1,0,0,0,1,0,0,1,5753000.0
vadapalani,1430,0,3,0,0,0,1,0,0,0,1,0,0,1,5665000.0
vadapalani,1363,0,3,0,0,0,1,0,0,0,1,0,0,1,13000000.0
vadapalani,523,0,1,0,0,0,1,0,0,0,1,0,0,1,17100000.0
vadapalani,515,0,1,0,0,0,1,0,0,0,1,0,0,1,12400000.0
mogappair,1880,0,3,0,0,0,1,0,0,0,1,0,0,1,3274000.0
mogappair,1390,0,3,0,0,0,1,0,0,0,1,0,0,1,15500000.0
mogappair,1850,0,3,0,0,0,1,0,0,0,1,0,0,1,14300000.0
medavakkam,666,0,1,0,0,0,1,0,0,0,1,0,0,1,13600000.0
vadapalani,1363,0,3,0,0,0,1,0,0,0,1,0,0,1,3397000.0
vadapalani,523,0,1,0,0,0,1,0,0,0,1,0,0,1,3636000.0
vadapalani,515,0,1,0,0,0,1,0,0,0,1,0,0,1,8000000.0
ayapakkam,755,0,2,0,0,0,1,0,0,0,1,0,0,1,4042000.0
ayapakkam,808,0,2,0,0,0,1,0,0,0,1,0,0,1,2622000.0
kovur,1340,0,3,0,0,0,1,0,0,0,1,0,0,1,44300000.0
medavakkam,860,0,2,0,0,0,1,0,0,0,1,0,0,1,2472000.0
selaiyur,570,1,1,0,0,0,1,0,0,0,1,0,0,1,4950000.0
nungambakkam,2642,0,3,0,0,0,1,0,0,0,1,0,0,1,6050000.0
thaiyur,435,0,2,0,0,0,1,0,0,0,1,0,0,1,10700000.0
chromepet,900,0,2,0,0,0,1,0,0,0,1,0,0,1,34000000.0
sholinganallur,1100,0,2,0,0,0,1,0,0,0,1,0,0,1,22500000.0
iyyappanthangal,1790,0,3,0,0,0,1,0,0,0,1,0,0,1,16500000.0
nungambakkam,2788,1,4,0,0,0,1,0,0,0,1,0,0,1,24000000.0
nungambakkam,1404,1,3,0,0,0,1,0,0,0,1,0,0,1,5685000.0
anna nagar,1320,1,3,0,0,0,1,0,0,0,1,0,0,1,6256000.0
adyar,1500,0,3,0,0,0,1,0,0,0,1,0,0,1,50000000.0
medavakkam,1137,1,3,0,0,0,1,0,0,0,1,0,0,1,16500000.0
medavakkam,1123,0,1,0,0,0,1,0,0,0,1,0,0,1,8840000.0
gopalapuram,3000,1,4,0,0,0,1,0,0,0,1,0,0,1,24000000.0
purasaiwakkam,1675,1,3,0,0,0,1,0,0,0,1,0,0,1,7500000.0
mogappair,1040,1,2,0,0,0,1,0,0,0,1,0,0,1,38000000.0
adyar,1500,0,3,0,0,0,1,0,0,0,1,0,0,1,7900000.0
medavakkam,1512,1,3,0,0,0,1,0,0,0,1,0,0,1,5654000.0
